tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name,clean tweets,clean tweet length
"@CVmia3KTRmuCpaD مرحباً, تم الرد في الخاص, شكراً.",1,1070630367168671744,2018-12-06 10:45:45,Other,0,0,Saudi Arabia,noon,نون, مرحباً تم الرد في الخاص شكراً,30
@sr_my_love على الرحب والسعة، نسعى دائماً أن ننال رضاكم. شكراً على إطرائك.,1,1070608016507047936,2018-12-06 09:16:56,Other,2,0,Saudi Arabia,noon,نون, علي الرحب والسعه نسعي دائماً ان نال رضاكم شكراً علي اطرائك,59
"أمك تستاهل هدية 💛

 نوّنها لها على: https://t.co/V3ixPdheGP https://t.co/u5btXskGLw",1,1070403771501555712,2018-12-05 19:45:20,Twitter for iPhone,74,34,Saudi Arabia,noon,نون,امك تستاهل هديه 💛   نوّنها لها علي ,35
@ii_7mmod_ii @RanamJam مرحباً، يرجى متابعتنا لتتمكن من التواصل معنا عبر الخاص. شكراً!,1,1070379294768140289,2018-12-05 18:08:05,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي متابعتنا لتمكن من التواصل معنا عبر الخاص شكراً,59
@adel___19 وعليكم السلام،يرجى متابعتنا لتتمكن من التواصل معنا عبر الخاص. شكراً!,1,1070378885936762884,2018-12-05 18:06:27,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلاميرجي متابعتنا لتمكن من التواصل معنا عبر الخاص شكراً,65
@bandarqwe1 مساء النور، شكراً لاهتمامك لتصبح جزءاً من فريق عمل نون، يمكنك التقديم من خلال الرابط التالي https://t.co/F94LB1dnpl نتمنى لك حظاً موفقاً!,1,1070321841800126466,2018-12-05 14:19:47,Other,0,0,Saudi Arabia,noon,نون, مساء النور شكراً لاهتمامك لتصبح جزءاً من فريق عمل نون يمكنك التقديم من خلال الرابط التالي نتمني لك حظاً موفقاً,111
@bubledoe مرحباَ بك، لقد قمنا برفع طلب للقسم المختص ليتم توصيل الشحنة الخاصة بك في أسرع وقت. شكراً لك.,1,1070310591238156289,2018-12-05 13:35:05,Other,0,0,Saudi Arabia,noon,نون, مرحباَ بك لقد قمنا برفع طلب لقسم المختص ليتم توصيل الشحنه الخاصه بك في اسرع وقت شكراً لك,89
@__Aitch__ مرحباً، يرجى تزويدنا برقم الطلب أو رقم الهاتف المسجل لدينا أو البريد الإلكتروني لنتمكن من مساعدتك بشكل أفضل، شكراً لك.,1,1070289225931730945,2018-12-05 12:10:11,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي تزويدنا برقم الطلب او رقم الهاتف المسجل لدينا او البريد الالكتروني لنتمكن من مساعدتك بشكل افضل شكراً لك,116
@3d3d___ نؤكد لك بأنه قد تم التواصل مع القسم المختص و نقوم حالياَ بحل المشكله في أسرع وقت.,1,1070281582664130560,2018-12-05 11:39:48,Other,0,0,Saudi Arabia,noon,نون, نؤكد لك بانه قد تم التواصل مع القسم المختص و نقوم حالياَ بحل المشكله في اسرع وقت,81
@xi_v88 مرحباَ، تم إرجاع المبلغ بعد أن تم تطبيق كبون خصم ، و أما بالنسبة للمنتج الآخر فقد قمنا برفع طلب للقسم المختص يتم حل الأمر عاجلاَ. شكراَ لك.,1,1070276898884894720,2018-12-05 11:21:12,Other,0,0,Saudi Arabia,noon,نون, مرحباَ تم ارجاع المبلغ بعد ان تم تطبيق كبون خصم و اما بالنسبه لمنتج الاخر فقد قمنا برفع طلب لقسم المختص يتم حل الامر عاجلاَ شكراَ لك,133
شكراً لشركاء النجاح في عروض #الجمعة_الصفراء 💛📦 https://t.co/LFINpwClOw,1,1069941092433453056,2018-12-04 13:06:49,Twitter for iPhone,38,11,Saudi Arabia,noon,نون,شكراً لشركاء النجاح في عروض الجمعهالصفراء 💛📦 ,45
@Borali9 مرحباً، يرجى تزويدنا بتفاصيل طلبك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل، فيرجى الضغط على الرابط التالي للتواصل عبر الخاص و متابعتنا على صفحتنا. شكراً لك. https://t.co/xcIaKFGgRL,1,1069901750222639104,2018-12-04 10:30:29,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي تزويدنا بتفاصيل طلبك عبر الخاص حتي نتمكن من مساعدتك بشكل افضل فيرجي الضغط علي الرابط التالي لتواصل عبر الخاص و متابعتنا علي صفحتنا شكراً لك ,153
@alnaef199 الطلبات فقد تم التواصل مع القسم المختص و سوف يتم الرجوع اليك فى اقرب وقت، شكرا 2/2,1,1069638540252901377,2018-12-03 17:04:35,Other,0,0,Saudi Arabia,noon,نون, الطلبات فقد تم التواصل مع القسم المختص و سوف يتم الرجوع اليك في اقرب وقت شكرا 2,80
@alnaef199 يرجى العلم بأنه أحياناً يتم شحن المنتجات بعدة شحنات لاختلاف البائعين لكل سلعة واختلاف المستودعات التي يتم منها الشحن، ويتم شحن كل قطعه بناء ً على تواجدها، مع العلم بأنه يتم دفع رسوم الدفع عند الاستلام (17 ريال) ورسوم الشحن (12 ريال) - إن وجدت - مرة واحده فقط، اما عن باقى 1/2,1,1069638539095261184,2018-12-03 17:04:35,Other,0,0,Saudi Arabia,noon,نون, يرجي العلم بانه احياناً يتم شحن المنتجات بعده شحنات لاختلاف البائعين لكل سلعه واختلاف المستودعات التي يتم منها الشحن ويتم شحن كل قطعه بناء ً علي تواجدها مع العلم بانه يتم دفع رسوم الدفع عند الاستلام 17 ريال ورسوم الشحن 12 ريال ان وجدت مره واحده فقط اما عن باقي 12,264
"@fofo15253 مرحباً، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل.
وللتواصل معنا عبر الخاص يمكنك متابعة الحساب الخاص بنا.
شكراً لك.",1,1069580148532498433,2018-12-03 13:12:33,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي التواصل معنا بتفاصيل طلبك عبر الخاص حتي نتمكن من مساعدتك بشكل افضل ولتواصل معنا عبر الخاص يمكنك متابعه الحساب الخاص بنا شكراً لك,141
"قهوتنا المفضلة هي القهوة المُحمّصة بأيادي سعودية، قهوتنا المفضلة هي قهوة أسامة العوام #ناس_نون 🇸🇦 💛

#ايش_قهوتك_المفضله https://t.co/uqC1qDGpyy",1,1069554467132051457,2018-12-03 11:30:30,Twitter for iPhone,48,16,Saudi Arabia,noon,نون,قهوتنا المفضله هي القهوه المُحمّصه بايادي سعوديه قهوتنا المفضله هي قهوه اسامه العوام ناسنون 🇸🇦 💛  ايشقهوتكالمفضله ,114
@almutllaq مرحباً، الطلب قيد التسليم الشحنة وسيتم العمل على توصيل الشحنة إليك قريباً,1,1069410870646767618,2018-12-03 01:59:54,Other,0,0,Saudi Arabia,noon,نون, مرحباً الطلب قيد التسليم الشحنه وسيتم العمل علي توصيل الشحنه اليك قريباً,73
"""لقد علمتنا الصحراء أن نصبر طويلاً حتى ينبت الخير، وعلينا أن نصبر ونواصل مسيرة البناء حتى نحقق الخير لوطننا""

- الشيخ زايد رحمه الله

كل عام ومسيرة البناء مستمرة وما توقف، كل عام والإمارات بألف بخير 🇦🇪💛 

#اليوم_الوطني_الاماراتي47 https://t.co/e07u3lYjIv",1,1069131520999415808,2018-12-02 07:29:52,Twitter for iPhone,38,11,Saudi Arabia,noon,نون,لقد علمتنا الصحراء ان نصبر طويلاً حتي ينبت الخير وعلينا ان نصبر ونواصل مسيره البناء حتي نحق الخير لوطنا   الشيخ زايد رحمه اله  كل عام ومسيره البناء مستمره وما توقف كل عام والامارات بالف بخير 🇦🇪💛   اليومالوطنيالاماراتي47 ,220
"مين ما يحب يدلع نفسه؟

نوّنها على: https://t.co/mbjOhTpLLg https://t.co/2keXImWgX1",1,1068869791170142208,2018-12-01 14:09:51,Twitter for iPhone,16,2,Saudi Arabia,noon,نون,مين ما يحب يدلع نفسه  نوّنها علي ,33
@naii099 مرحبا، يرجى تزويدنا برقم الطلب أو رقم الجوال المسجل معنا أو بريدك الإلكتروني كي نتمكن من مساعدتك بشكل أفضل. شكراً!,1,1068777176005337088,2018-12-01 08:01:50,Other,0,0,Saudi Arabia,noon,نون, مرحبا يرجي تزويدنا برقم الطلب او رقم الجوال المسجل معنا او بريدك الالكتروني كي نتمكن من مساعدتك بشكل افضل شكراً,112
@mi73608214 أهلاً وسهلاً بك!يؤسفنا سماع ذلك، يرجى تزويدنا برقم الطلبية لنتمكن من مساعدتك بشكل أفضل.شكراً لتواصلك معنا!,1,1068764450700828677,2018-12-01 07:11:16,Other,0,0,Saudi Arabia,noon,نون, اهلاً وسهلاً بكيؤسفنا سماع ذلك يرجي تزويدنا برقم الطلبيه لنتمكن من مساعدتك بشكل افضلشكراً لتواصلك معنا,103
"الخيارات كثيرة وأنتِ تعرفين وش تختارين 💄 #هلا_نون

نوّنيها على: https://t.co/7FYqmSsxEn https://t.co/zSqkiHIvnT",1,1068228618893938689,2018-11-29 19:42:04,Other,12,4,Saudi Arabia,noon,نون,الخيارات كثيره وانتِ تعرفين وش تختارين 💄 هلانون  نوّنيها علي ,61
@sadooon19 وعليكم السلام، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل.إذا لم تستطيع الإرسال عبر الخاص يرجى متابعتنا حتى يمكنك ذلك. شكراً لك.,1,1068087883486191616,2018-11-29 10:22:50,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلام يرجي التواصل معنا بتفاصيل طلبك عبر الخاص حتي نتمكن من مساعدتك بشكل افضلاذا لم تستطيع الارسال عبر الخاص يرجي متابعتنا حتي يمكنك ذلك شكراً لك,154
@vCEezI9HZSzVbEb مرحبأ، يرجى متابعة صفحتنا كي تتمكن من التواصل معنا عبر الخاص. شكراً!,1,1067757454874808320,2018-11-28 12:29:49,Other,0,0,Saudi Arabia,noon,نون, مرحبا يرجي متابعه صفحتنا كي تمكن من التواصل معنا عبر الخاص شكراً,65
"#ناس_نون | براء كوشك وحب عزف العود اللي تحوّل معاه إلى تطبيق لتعليم الموسيقى💛

@RanamJam
#هلا_نون https://t.co/7QudynUlGP",1,1067745251731763200,2018-11-28 11:41:20,Other,88,28,Saudi Arabia,noon,نون,ناسنون براء كوشك وحب عزف العود الي تحوّل معاه الي تطبيق لتعليم الموسيقي💛    هلانون ,83
@Kristal_888_ مرحباً، يرجى التأكد من متابعة حسابنا (حساب خدمة العملاء) كي تتمكني من تزويدنا بتفاصيل طلبك عبر الخاص لتتم مساعدتك بشكل أفضل. شكراً لك,1,1067488072877649920,2018-11-27 18:39:24,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي التاكد من متابعه حسابنا حساب خدمه العملاء كي تمكني من تزويدنا بتفاصيل طلبك عبر الخاص لتم مساعدتك بشكل افضل شكراً لك,128
"هب البراد وزانت النفسية 
يبيلها كشتة وخيمة شقردية ⛺💛

نوّنها على: https://t.co/2RTrgCTrUW

#هلا_نون https://t.co/wZDgZzO812",1,1067478166048886784,2018-11-27 18:00:02,Other,18,4,Saudi Arabia,noon,نون,هب البراد وزانت النفسيه  يبيلها كشته وخيمه شقرديه ⛺💛  نوّنها علي   هلانون ,74
@fa6mah_9alh مرحباً، يرجى التأكد من متابعة حسابنا كي تتمكن من تزويدنا بتفاصيل طلبك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل. شكراً لك,1,1067321443418075136,2018-11-27 07:37:16,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي التاكد من متابعه حسابنا كي تمكن من تزويدنا بتفاصيل طلبك عبر الخاص حتي نتمكن من مساعدتك بشكل افضل شكراً لك,118
@carezma2040 عفوا، نحن دائما فى خدمتك، شكرا,1,1067062011618623488,2018-11-26 14:26:23,Other,0,0,Saudi Arabia,noon,نون, عفوا نحن دائما في خدمتك شكرا,29
"عروض #العودة_إلى_المستقبل وصلت 🚀

نوّنها إلى اللانهائية ومابعدها على: https://t.co/Ei8cBEcRbb https://t.co/QuDgF1xBjc",1,1067000647671840768,2018-11-26 10:22:32,Twitter for iPhone,13,4,Saudi Arabia,noon,نون,عروض العودهاليالمستقبل وصلت 🚀  نوّنها الي الانهائيه ومابعدها علي ,65
@IttI_hamood مرحباً بك، شكراً لتواصلك معنا. يرجى العلم ان اكواد الخصم غير فعالة خلال فترة عروض الجمعة الصفراء. شكراً لك.,1,1066768866821459973,2018-11-25 19:01:32,Other,0,0,Saudi Arabia,noon,نون, مرحباً بك شكراً لتواصلك معنا يرجي العلم ان اكواد الخصم غير فعاله خلال فتره عروض الجمعه الصفراء شكراً لك,104
🛸 شويّات ونرجع مع بعض للمستقبل🛸,1,1066765203541499905,2018-11-25 18:46:58,Twitter for iPhone,16,1,Saudi Arabia,noon,نون,🛸 شويّات ونرجع مع بعض لمستقبل🛸,30
📱💻⌨🖥⌚,1,1066754021740949504,2018-11-25 18:02:32,Twitter for iPhone,38,26,Saudi Arabia,noon,نون,📱💻⌨🖥⌚,5
@ArSttar مرحباً محمد، ناسف لسماع ذلك، قمنا برفع المشكلة إلى القسم المختص، وسيتم التواصل معك في اقرب وقت ممكن، شكراً لك.,1,1066676994686033921,2018-11-25 12:56:28,Other,0,0,Saudi Arabia,noon,نون, مرحباً محمد ناسف لسماع ذلك قمنا برفع المشكله الي القسم المختص وسيتم التواصل معك في اقرب وقت مكن شكراً لك,105
@Abz3x نتمنى دائما أن تنال منتجاتنا وخدمتنا إعجابكم، شكراً لك عبد الرحمن.,1,1066669470737932288,2018-11-25 12:26:34,Other,1,0,Saudi Arabia,noon,نون, نتمني دائما ان تنال منتجاتنا وخدمتنا اعجابكم شكراً لك عبد الرحمن,65
@HDZT_ وعليكم السلام، يمكنك زيارة الرابط التالي https://t.co/lc8jm0R0Gi لعمل الطلبية الآن.شكراً لك.,1,1066666511513849862,2018-11-25 12:14:48,Other,2,0,Saudi Arabia,noon,نون, وعليكم السلام يمكنك زياره الرابط التالي لعمل الطلبيه الانشكراً لك,66
"@mjoodiz مرحباً بك، إن كان هناك اي مشكلة  تواجهك يرجى التواصل معنا عبر الخاص لنعمل على حلها لك بإذن الله. 
يرجى الضغط على الرابط التالى للتواصل عبر الخاص. شكراً لك. https://t.co/HuFASkzpDm",1,1066666170949005313,2018-11-25 12:13:27,Other,0,0,Saudi Arabia,noon,نون, مرحباً بك ان كان هناك اي مشكله تواجهك يرجي التواصل معنا عبر الخاص لنعمل علي حلها لك باذن اله  يرجي الضغط علي الرابط التالي لتواصل عبر الخاص شكراً لك ,150
@3a_3u وعليكم السلام علي، نرجو منك إرسال صور للمنتج وعلبته عبر الخاص وسوف نعمل على حل مشكلتك في الحال، شكراً لك.,1,1066666160018595840,2018-11-25 12:13:24,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلام علي نرجو منك ارسال صور لمنتج وعلبته عبر الخاص وسوف نعمل علي حل مشكلتك في الحال شكراً لك,102
@iihamadaii مرحباً، للأسف تم إنتهاء العرض. يمكنك التمتع بالعروض و التخفيضات المتوفرة حالياً. شكراً لك.&lt;!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--&gt;,1,1066665486228836352,2018-11-25 12:10:44,Other,0,0,Saudi Arabia,noon,نون, مرحباً لاسف تم انتهاء العرض يمكنك التمتع بالعروض و التخفيضات المتوفره حالياً شكراً لكltd border 1px solid cbr msodataplacementsamecelgt,136
@aak2fatimh مرحباً، تم إلغاء الطلب حسب رغبتك ونتمنى أن نراك معنا مجدداً.شكراً لك.,1,1066663594920763394,2018-11-25 12:03:13,Other,0,0,Saudi Arabia,noon,نون, مرحباً تم الغاء الطلب حسب رغبتك ونتمني ان نراك معنا مجداًشكراً لك,66
@MeEdOoALTayeb مرحباً، يرجى تزويدنا برقم الطلب أو رقم الهاتف أو البريد الإلكتروني المسجل لنتمكن من مساعدتك بشكل أفضل، شكراً لك.,1,1066659823029231617,2018-11-25 11:48:14,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي تزويدنا برقم الطلب او رقم الهاتف او البريد الالكتروني المسجل لنتمكن من مساعدتك بشكل افضل شكراً لك,110
"ألف مبروك للي جابها صح وفاز معانا

@a1_1t

تواصل معنا على الخاص وأبشر باللي يسعدك 💛

#الجمعة_الصفراء",1,1066655952957526017,2018-11-25 11:32:51,Twitter for iPhone,10,2,Saudi Arabia,noon,نون,الف مبروك لي جابها صح وفاز معانا     تواصل معنا علي الخاص وابشر بالي يسعدك 💛  الجمعهالصفراء,91
@raeed9090 مرحباً، المنتج متاح على موقعنا ويمكنك طلبه الآن من خلال الرابط التالى https://t.co/lc8jm18BxQ .شكراً لك.,1,1066653234859716608,2018-11-25 11:22:03,Other,0,0,Saudi Arabia,noon,نون, مرحباً المنتج متاح علي موقعنا ويمكنك طلبه الان من خلال الرابط التالي شكراً لك,78
@Miss_HAS مرحباً، يرجى التواصل معنا بتفاصيل مشكلتك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل. شكراً لك.,1,1066650137374674944,2018-11-25 11:09:44,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي التواصل معنا بتفاصيل مشكلتك عبر الخاص حتي نتمكن من مساعدتك بشكل افضل شكراً لك,90
@Nizes_ مرحباً، المنتج متوفر ويمكنك عمل الطلبية الآن عن طريق الرابط التالي https://t.co/lc8jm0R0Gi .شكراً لك.,1,1066648679807885312,2018-11-25 11:03:57,Other,0,0,Saudi Arabia,noon,نون, مرحباً المنتج متوفر ويمكنك عمل الطلبيه الان عن طريق الرابط التالي شكراً لك,75
@AbulayanD عفواً ولكن لا توجد أكواد في الوقت الراهن. يمكنك التمتع بالعروض و التخفيضات المتوفرة حالياً. شكراً لك.,1,1066640015944544256,2018-11-25 10:29:31,Other,0,0,Saudi Arabia,noon,نون, عفواً ولكن لا توجد اكواد في الوقت الراهن يمكنك التمتع بالعروض و التخفيضات المتوفره حالياً شكراً لك,99
"@toomy12388 وعليكم السلام، شكراً لتواصلك معنا،

 نود التوضيح أن هذا الإجراء هدفنا منه هو حماية الأموال والتحقق من أن صاحب البطاقة هو الذي يقوم باستلام الطلب.

 شكرًا لك!",1,1066633197012860928,2018-11-25 10:02:25,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلام شكراً لتواصلك معنا   نود التوضيح ان هذا الاجراء هدفنا منه هو حمايه الاموال والتحق من ان صاحب البطاقه هو الذي يقوم باستلام الطلب   شكرًا لك,153
@khlood_2093 وعليكم السلام، يرجى متابعة صفحتنا كي تتمكن من التواصل معنا عبر الخاص. شكراً,1,1066632545981407233,2018-11-25 09:59:50,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلام يرجي متابعه صفحتنا كي تمكن من التواصل معنا عبر الخاص شكراً,73
@s7s_7ssso @imnbri @Sultan_90v نود توضيح أن جميع منتجاتنا أصلية 100% لأننا نتعامل مع مجموعة من البائعين الثقة بالإضافة إلى فريق مختص بفحص الجودة ومدرب على أعلى مستوى لذا داعي لأي قلق.,1,1066626574550790144,2018-11-25 09:36:06,Other,0,0,Saudi Arabia,noon,نون, نود توضيح ان جميع منتجاتنا اصليه 10 لانا نتعامل مع مجموعه من البائعين الثقه بالاضافه الي فريق مختص بفحص الجوده ومدرب علي اعلي مستوي لذا داعي لاي قلق,149
تسجيل دخول بعد تمديد #الجمعة_الصفراء يوم زيادة 💛 https://t.co/wGFTYUiYQo,1,1066621568523137026,2018-11-25 09:16:13,Twitter for iPhone,16,5,Saudi Arabia,noon,نون,تسجيل دخول بعد تمديد الجمعهالصفراء يوم زياده 💛 ,47
@RGi_R1 مرحبا، تم التواصل معك عبر الخاص، شكرا,1,1066607174351298560,2018-11-25 08:19:01,Other,0,0,Saudi Arabia,noon,نون, مرحبا تم التواصل معك عبر الخاص شكرا,36
@alnazha93 مرحباً، الهدية عبارة عن كتيب كوبونات بقيمة 1000 ريال للشراء من كثير من المواقع المختلفة، يمكنك ربحه إذا قمت بعمل طلبية بقيمة 200 ريال أو أكثر.شكراً لك.,1,1066605247932448769,2018-11-25 08:11:22,Other,0,0,Saudi Arabia,noon,نون, مرحباً الهديه عباره عن كتيب كوبونات بقيمه 10 ريال لشراء من كثير من المواقع المختلفه يمكنك ربحه اذا قمت بعمل طلبيه بقيمه 20 ريال او اكثرشكراً لك,144
@abdalla93566160 @midoosama22 مرحباً عبد الله،  يرجى التواصل معنا بتفاصيل طلبك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل. شكراً لك.,1,1066600816033886208,2018-11-25 07:53:45,Other,0,0,Saudi Arabia,noon,نون, مرحباً عبد اله يرجي التواصل معنا بتفاصيل طلبك عبر الخاص حتي نتمكن من مساعدتك بشكل افضل شكراً لك,96
@Alaasvu مرحبا، يرجى متابعتنا كي تتمكن من التواصل معنا عبر الخاص. شكراً!,1,1066592687556567040,2018-11-25 07:21:27,Other,0,0,Saudi Arabia,noon,نون, مرحبا يرجي متابعتنا كي تمكن من التواصل معنا عبر الخاص شكراً,60
@moayed52746811 مرحباً مؤيد، كما هو موضح لدينا، تم إلغاء طلبيتك بالفعل، شكراً لك.,1,1066580383809056773,2018-11-25 06:32:34,Other,0,0,Saudi Arabia,noon,نون, مرحباً مؤيد كما هو موضح لدينا تم الغاء طلبيتك بالفعل شكراً لك,62
@m78ii1 مرحباً، تم إلغاء الطلب حسب رغبتك ونتمنى أن نراك معنا مجدداً.,1,1066576497866129408,2018-11-25 06:17:07,Other,0,0,Saudi Arabia,noon,نون, مرحباً تم الغاء الطلب حسب رغبتك ونتمني ان نراك معنا مجداً,58
@imnbri @mbs__alsaud @Sultan_90v يرجى العلم ان جميع المنتجات المعروضة لدينا على الموقع اصليه 100% كما اننا نتعامل مع كافة الماركات العالمية والغير قابلة للتقليد، وإذا كنت تواجه مشكلة ما يمكنك التواصل معنا عبر الخاص  لنتمكن من مساعدتك بشكل افضل، شكراً لك,1,1066567777253765120,2018-11-25 05:42:28,Other,0,0,Saudi Arabia,noon,نون, يرجي العلم ان جميع المنتجات المعروضه لدينا علي الموقع اصليه 10 كما انا نتعامل مع كافه الماركات العالميه والغير قابله لتقليد واذا كنت تواجه مشكله ما يمكنك التواصل معنا عبر الخاص لنتمكن من مساعدتك بشكل افضل شكراً لك,214
@qithara_14 فواً ولكن لا توجد أكواد في الوقت الراهن. يمكنك التمتع بالعروض و التخفيضات المتوفرة حالياً. شكراً لك,1,1066561462573953024,2018-11-25 05:17:23,Other,0,0,Saudi Arabia,noon,نون, فواً ولكن لا توجد اكواد في الوقت الراهن يمكنك التمتع بالعروض و التخفيضات المتوفره حالياً شكراً لك,98
@qithara_14 مرحباً، عروض الجمعة الصفراء سارية الآن يمكنك التمتع بعروضنا، شكراً لك.,1,1066561406831681536,2018-11-25 05:17:09,Other,0,0,Saudi Arabia,noon,نون, مرحباً عروض الجمعه الصفراء ساريه الان يمكنك التمتع بعروضنا شكراً لك,68
"نوّنها على منتج والثاني لك مجاناً في آخر يوم من عروض #الجمعة_الصفراء يلا نوّنها ولا تفوّتها 📦📦

https://t.co/uTsr5kYkD4 https://t.co/m7IMpnE3Dn",1,1066377720764874753,2018-11-24 17:07:15,Other,25,4,Saudi Arabia,noon,نون,نوّنها علي منتج والثاني لك مجاناً في اخر يوم من عروض الجمعهالصفراء يلا نوّنها ولا تفوّتها 📦   ,94
"@nooralabdalah مرحبا, برجاء مراسلتنا على partnetships@noon.com",1,1066361762428129280,2018-11-24 16:03:50,Other,0,0,Saudi Arabia,noon,نون, مرحبا برجاء مراسلتنا علي partnetships ,39
@A_Abdallah000 نود توضيح أن جميع منتجاتنا أصلية بنسبة 100% وذلك لأننا نتعامل مع مجموعة من البائعين الثقة بالإضافة إلى فريق مختص لفحص الجودة مدرب على أعلى مستوى لذا لا داعى لأى قلق.,1,1066355437191262208,2018-11-24 15:38:42,Other,0,0,Saudi Arabia,noon,نون, نود توضيح ان جميع منتجاتنا اصليه بنسبه 10 وذلك لانا نتعامل مع مجموعه من البائعين الثقه بالاضافه الي فريق مختص لفحص الجوده مدرب علي اعلي مستوي لذا لا داعي لاي قلق,162
@i_Black27 يرجى العلم ان جميع المنتجات المعروضة لدينا على الموقع اصليه 100% كما اننا نتعامل مع كافة الماركات العالمية والغير قابلة للتقليد,1,1066340082184060928,2018-11-24 14:37:41,Other,0,0,Saudi Arabia,noon,نون, يرجي العلم ان جميع المنتجات المعروضه لدينا علي الموقع اصليه 10 كما انا نتعامل مع كافه الماركات العالميه والغير قابله لتقليد,124
"@kaldaorini مرحبا, برجاء توضيح طلبك او ارسال رابط المنتج المذكور,شكرا",1,1066328570111381510,2018-11-24 13:51:57,Other,0,0,Saudi Arabia,noon,نون, مرحبا برجاء توضيح طلبك او ارسال رابط المنتج المذكورشكرا,56
"@li_i09 مرحبا, لكى تتمكن من التواصل معنا على الخاص برجاء متابعتنا على صفحتنا , شكرا",1,1066326651477417984,2018-11-24 13:44:19,Other,0,0,Saudi Arabia,noon,نون, مرحبا لكي تمكن من التواصل معنا علي الخاص برجاء متابعتنا علي صفحتنا شكرا,72
@brhomko_ @x9eeee مرحباً ،  تم الرد على إستفسارك على الخاص.شكراً لك.,1,1066312281921863680,2018-11-24 12:47:13,Other,0,0,Saudi Arabia,noon,نون, مرحباً تم الرد علي استفسارك علي الخاصشكراً لك,46
"@1900Hail &lt;!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--&gt;مرحباً، سيتم إضافة جدول مقاسات إلى موقعنا قريباً، يمكنك استعمال محرك بحث ""جوجل"" بالوقت الحالي لمعرفة المقاسات. شكراً لك.",1,1066312193287880704,2018-11-24 12:46:52,Other,0,0,Saudi Arabia,noon,نون, ltd border 1px solid cbr msodataplacementsamecelgtمرحباً سيتم اضافه جدول مقاسات الي موقعنا قريباً يمكنك استعمال محرك بحث جوجل بالوقت الحالي لمعرفه المقاسات شكراً لك,165
@sulyman1996 مرحباً، يرجى العلم أن الطلب قيد الشحن، لتقوم بالإلغاء يمكنك رفض الطلب وقت التسليم، شكراً لك.,1,1066310981549215745,2018-11-24 12:42:03,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي العلم ان الطلب قيد الشحن لتقوم بالالغاء يمكنك رفض الطلب وقت التسليم شكراً لك,89
@_9NTOT @evi_x1 مرحباً، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل في اقصى سرعة ممكنة.شكراً لك.,1,1066305730981109760,2018-11-24 12:21:11,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي التواصل معنا بتفاصيل طلبك عبر الخاص حتي نتمكن من مساعدتك بشكل افضل في اقصي سرعه مكنهشكراً لك,105
@MOHAMEEDALJUDAE مرحباً، يرجى تزويدنا برقم الهاتف المسجل لدينا أو البريد الإلكتروني  عبر الخاص لنتمكن من مساعدتك بشكل أفضل، شكراً لك.,1,1066301265783767040,2018-11-24 12:03:27,Other,0,0,Saudi Arabia,noon,نون, مرحباً يرجي تزويدنا برقم الهاتف المسجل لدينا او البريد الالكتروني عبر الخاص لنتمكن من مساعدتك بشكل افضل شكراً لك,113
@A29_7 مرحباً، نرجو منك محاولة الشراء عن طريق بطاقة أخرى أوالتواصل مع البنك للتحقق من سبب الرفض وإذا استمر الرفض، يمكنك مراسلتنا للعمل على حل هذه المشكلة. شكراً لك,1,1066300710948618241,2018-11-24 12:01:15,Other,0,0,Saudi Arabia,noon,نون, مرحباً نرجو منك محاوله الشراء عن طريق بطاقه اخري اوالتواصل مع البنك لتحق من سب الرفض واذا استمر الرفض يمكنك مراسلتنا لعمل علي حل هذه المشكله شكراً لك,150
